"Datenmodell","Kategorie","Tabellenname","Datenfeldname","Datenfeldbezeichnung","Beschreibung","Anmerkung","Datentyp","Anzahl Stellen","Min","Max","Ausprägungen","Verfügbare BJ","DM 3","DM 4","BJ 2019","BJ 2020","BJ 2021","BJ 2022","BJ 2023","BJ 2024"
"DM4","Hybrid-DRGs","HDRGFALL","LANRPSEUDO","Pseudonym der lebenslangen Arztnummer der abrechnenden Person","","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGFALL","LANRFG","Fachgruppe der lebenslangen Arztnummer der abrechnenden Person","Stellen 8 und 9 der lebenslangen Arztnummer","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGFALL","LANRPRUEF","Erfolg Reproduktion Prüfsumme zur lebenslangen Arztnummer der abrechnenden Person","1 = Korrekt (Prüfsumme = Stelle 7 der lebenslangen Arztnummer)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGFALL","LANRPSEUDOARZTNR","Kennzeichen Pseudo-Arztnummer zur lebenslangen Arztnummer der abrechnenden Person","1 = Pseudo-Arztnummer liegt vor
 0 = Sonst","Durch Datensammelstelle gemäß Steuertabelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGFALL","BSNRUEBPSEUDO","Pseudonym der Betriebsstätte der überweisenden Person","","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGFALL","BSNRUEBVB","Versorgungsbereich der Betriebsstätte der überweisenden Person","Stellen 1 und 2 der Betriebsstättennnummer, wenn gleich 26, 35, 74 oder 75; sonst NULL","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGFALL","BSNRUEBKV","Regionalkennzeichen der Betriebsstätte der überweisenden Person","Stellen 3 und 4 der Betriebsstättennnummer, wenn Stellen 1 und 2 gleich 26, 35, 74 oder 75; sonst Stellen 1 und 2","Durch Datensammelstelle erzeugt","0","0","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGFALL","LANRUEBPSEUDO","Pseudonym der lebenslangen Arztnummer der überweisenden Person","","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGFALL","LANRUEBFG","Fachgruppe der lebenslangen Arztnummer der überweisenden Person","Stellen 8 und 9 der lebenslangen Arztnummer","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGFALL","LANRUEBPRUEF","Erfolg Reproduktion Prüfsumme zur lebenslangen Arztnummer der überweisenden Person","1 = Korrekt (Prüfsumme = Stelle 7 der lebenslangen Arztnummer)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGFALL","LANRUEBPSEUDOARZTNR","Kennzeichen Pseudo-Arztnummer zur lebenslangen Arztnummer der überweisenden Person","1 = Pseudo-Arztnummer liegt vor
 0 = Sonst","Durch Datensammelstelle gemäß Steuertabelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGFALL","HDRG","Hybrid-DRG","Derzeit 4 Stellen","TA Hybrid-DRG-Segment AV LEA Feld 4.2.1","alphanum.","..8","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGFALL","BEGDATHDRG","Datum Beginn der Leistung","","TA Hybrid-DRG-AV Segment LEA Feld 4.2.2","numerisch","8","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGFALL","ENDDATHDRG","Datum Ende der Leistung","","TA Hybrid-DRG-AV Segment LEA Feld 4.2.3","numerisch","8","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGFALL","BEATSTD","Beatmungsstunden","","TA Hybrid-DRG-AV Segment LEA Feld 4.2.5","numerisch","..4","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGFALL","BETRHDRG","Rechnungsbetrag","","TA Hybrid-DRG-AV Segment REA Feld 6.2.1","numerisch","..10,2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGDIAG","FALLIDHDRGAV","Fall-ID des Hybrid-DRG-Falls im niedergelassenen Bereich","Technische Fall-ID zur Verknüpfung mit Satzarten HDRGFALL","Satzart HDRGFALL Feld 2","numerisch","1..11","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGDIAG","DIAGART","Art der Diagnose der Hybrid-DRG in der ambulanten Versorgung","Analog der in der stationären Versorgung durch Krankenhäuser in Anhang g1 angewandten Methodik:
 H = Hauptdiagnose
 N = Nebendiagnose","Durch datenliefernde Stelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGDIAG","ICDHDRG","Diagnose, kodiert","","TA Hybrid-DRG-AV Segment DGH Feld 2.2.1 (falls Feld 2 = H) / DGN Feld 3.2.1 (falls Feld 2 = N)","alphanum.","..12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGDIAG","DIAGLOKAL","Seitenlokalisation","","TA Hybrid-DRG-AV Segment DGH Feld 2.2.2 (falls Feld 2 = H) / DGN Feld 3.2.2 (falls Feld 2 = N)","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGOPS","FALLIDHDRGAV","Fall-ID des Hybrid-DRG-Falls im niedergelassenen Bereich","Technische Fall-ID zur Verknüpfung mit Satzarten HDRGFALL","Satzart HDRGFALL Feld 2","numerisch","1..11","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGOPS","OPS","Operationsschlüssel codiert","","TA Hybrid-DRG-AV Segment OPA Feld 5.2.1","alphanum.","..9","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGOPS","OPSLOKAL","Seitenlokalisation","","TA Hybrid-DRG-AV Segment OPA Feld 5.2.2","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Hybrid-DRGs","HDRGOPS","OPSDAT","OPS-Datum","","TA Hybrid-DRG-AV Segment OPA Feld 5.2.3","numerisch","8","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALL","ARBNR (bzw: VSID & PSID)","Arbeitsnummer des Versicherten","Gemäß § 4 Abs. 4 von der Datensammelstelle zum periodenbezogenen Lieferpseudonym erzeugt","Satzart VERS Feld 1","numerisch","9","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","FALLIDZAHN","Fall-ID des ambulanten Zahnarztfalls","Technische Fall-ID zur Verknüpfung mit Satzarten ZAHNLEISTund ZAHNBEF","Durch datenliefernde Stelle erzeugt","numerisch","1..11","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRBEHPSEUDO","Pseudonym der Zahnarztnummer","","Durch Datensammelstelle erzeugt","numerisch","12","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRBEHFG","Fachgruppe der Zahnarztnummer","Stellen 8 und 9 der lebenslangen Arztnummer","Durch Datensammelstelle erzeugt","numerisch","2","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRBEHPRUEF","Erfolg Reproduktion Prüfsumme zur Zahnarztnummer","1 = Korrekt (Prüfsumme = Stelle 7 der lebenslangen Arztnummer)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRBEHPSEUDOARZTNR","Kennzeichen Pseudo-Arztnummer zur Zahnarztnummer","1 = Pseudo-Arztnummer liegt vor
 0 = Sonst","Durch Datensammelstelle gemäß Steuertabelle erzeugt","alphanum.","1","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRBEH1PSEUDO","Pseudonym der Zahnarztnummer","Weitere(r), am Behandlungsfall beteiligte(r) Zahnärztin / Zahnarztes","Durch Datensammelstelle erzeugt","numerisch","12","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRBEH1FG","Fachgruppe der Zahnarztnummer","Stellen 8 und 9 der lebenslangen Arztnummer","Durch Datensammelstelle erzeugt","numerisch","2","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRBEH1PRUEF","Erfolg Reproduktion Prüfsumme zur Zahnarztnummer","1 = Korrekt (Prüfsumme = Stelle 7 der lebenslangen Arztnummer)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRBEH1PSEUDOARZTNR","Kennzeichen Pseudo-Arztnummer zur Zahnarztnummer","1 = Pseudo-Arztnummer liegt vor
 0 = Sonst","Durch Datensammelstelle gemäß Steuertabelle erzeugt","alphanum.","1","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRBEH2PSEUDO","Pseudonym der Zahnarztnummer","Weitere(r), am Behandlungsfall beteiligte(r) Zahnärztin / Zahnarztes","Durch Datensammelstelle erzeugt","numerisch","12","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRBEH2FG","Fachgruppe der Zahnarztnummer","Stellen 8 und 9 der lebenslangen Arztnummer","Durch Datensammelstelle erzeugt","numerisch","2","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRBEH2PRUEF","Erfolg Reproduktion Prüfsumme zur Zahnarztnummer","1 = Korrekt (Prüfsumme = Stelle 7 der lebenslangen Arztnummer)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRBEH2PSEUDOARZTNR","Kennzeichen Pseudo-Arztnummer zur Zahnarztnummer","1 = Pseudo-Arztnummer liegt vor
 0 = Sonst","Durch Datensammelstelle gemäß Steuertabelle erzeugt","alphanum.","1","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRBEH3PSEUDO","Pseudonym der Zahnarztnummer","Weitere(r), am Behandlungsfall beteiligte(r) Zahnärztin / Zahnarztes","Durch Datensammelstelle erzeugt","numerisch","12","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRBEH3FG","Fachgruppe der Zahnarztnummer","Stellen 8 und 9 der lebenslangen Arztnummer","Durch Datensammelstelle erzeugt","numerisch","2","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRBEH3PRUEF","Erfolg Reproduktion Prüfsumme zur Zahnarztnummer","1 = Korrekt (Prüfsumme = Stelle 7 der lebenslangen Arztnummer)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRBEH3PSEUDOARZTNR","Kennzeichen Pseudo-Arztnummer zur Zahnarztnummer","1 = Pseudo-Arztnummer liegt vor
 0 = Sonst","Durch Datensammelstelle gemäß Steuertabelle erzeugt","alphanum.","1","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRBEH4PSEUDO","Pseudonym der Zahnarztnummer","Weitere(r), am Behandlungsfall beteiligte(r) Zahnärztin / Zahnarztes","Durch Datensammelstelle erzeugt","numerisch","12","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRBEH4FG","Fachgruppe der Zahnarztnummer","Stellen 8 und 9 der lebenslangen Arztnummer","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRBEH4PRUEF","Erfolg Reproduktion Prüfsumme zur Zahnarztnummer","1 = Korrekt (Prüfsumme = Stelle 7 der lebenslangen Arztnummer)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRBEH4PSEUDOARZTNR","Kennzeichen Pseudo-Arztnummer zur Zahnarztnummer","1 = Pseudo-Arztnummer liegt vor
 0 = Sonst","Durch Datensammelstelle gemäß Steuertabelle erzeugt","alphanum.","1","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRABRPSEUDO","Pseudonym der abrechnenden Zahnarztpraxis","Pseudonym der ""Abrechnungsnummer""","Durch Datensammelstelle erzeugt","numerisch","12","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ZANRABRKZV","KZV-Bereich der Zahnärztin oder des Zahnarztes","Stellen 2 und 3 der Abrechnungsnummer, wenn Stelle 1 = 0; sonst NULL","Durch Datensammelstelle erzeugt","numerisch","2","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","BEHANDARTZAHN","Behandlungsart","Gemäß der achten Stelle des logischen Dateinamens der Nutzdatendatei:
 KC = Konservierend chirurgische Leistungen
 KB = Leistungen bei Kieferbruch und Kiefergelenkerkrankungen
 KF = Kieferorthopädische Leistungen
 PA = Leistungen bei Parodontose
 ZE = Zahnersatz-Leistungen","Durch datenliefernde Stelle erzeugt","alphanum.","2","","","KC = Konservierend chirurgische Leistungen;
 KB = Leistungen bei Kieferbruch und Kiefergelenkerkrankungen;
 KF = Kieferorthopädische Leistungen;
 PA = Leistungen bei Paradonthose;
 ZE = Zahnersatz-Leistungen","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","BEGINNDATZAHN","Datum Beginn der Behandlung","Falls Feld 9 = KC: Angabe aus dem Feld ""Leistungsquartal"", falls dieses gefüllt ist, sonst Angabe aus dem Feld ""Abrechungsquartal""
 Falls Feld 9 = KB: Ausstelldatum des Behandlungsplans, falls gefüllt; sonst leer
 Falls Feld 9 = KF: Datum des Beginns der Behandlung, falls gefüllt; sonst leer
 Falls Feld 9 = PA: Ausstelldatum des Behandlungsplans
 Falls Feld 9 = ZE: Ausstelldatum des Heil- und Kostenplans","TA Segment DTM Datum","numerisch","8","","","Falls  BEHANDARTZAHN = PA oder = ZE: Datum der Planausstellung.","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","ENDEDATZAHN","Datum Ende der Behandlung","Falls Feld 9 = KC: nicht zu übermitteln
 Falls Feld 9 = KB: nicht zu übermitteln
 Falls Feld 9 = KF: Datum des Endes der Behandlung, falls gefüllt; sonst leer
 Falls Feld 9 = PA: Inhalt des Felds ""Datum Ende der Behandlung oder Datum der letzten UPT"", falls gefüllt; sonst leer
 Falls Feld 9 = ZE: Eingliederungsdatum, falls gefüllt; sonst leer","TA Segment DTM Datum","numerisch","8","","","Falls  BEHANDARTZAHN = PA oder = ZE: Datum der Planausstellung.","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","FALLKOZAHN","Geldbetrag","Falls Feld 9 = KC: Summe der abgerechneten Vergütung aus dem Honorar inkl. in Euro bewerteten Leistungen inkl. zwei Nachkommastellen
 Falls Feld 9 = KB: Summe der abgerechneten Vergütung aus dem Honorar inkl. in Euro bewerteten Leistungen inkl. zwei Nachkommastellen (ohne Laborkosten)
 Falls Feld 9 = KF: Summe der beiden Elemente ""Gesamtbetrag der Begleitleistungen"" und ""Zahnärztliches Honorar KFO Leistungen in Euro""
 Falls Feld 9 = PA: Kosten der Behandlung (Fallwert in Euro incl. zwei Nachkommastellen)
 Falls Feld 9 = ZE: Gesamtsumme in Euro (entsprechend Zeile 7 Abschn. V HKP)","TA Segment MOA Geldbetrag","numerisch","..12(,2)","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","EIGENLABOR","Geldbetrag Eigenlabor","Falls Feld 9 = KB oder KF, Gesamtkosten Eigenlabor in Euro","TA Segment MOA Geldbetrag","numerisch","..12(,2)","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","FREMDLABOR","Geldbetrag Fremdlabor","Falls Feld 9 = KB oder KF, Gesamtkosten Fremdlabor in Euro","TA Segment MOA Geldbetrag","numerisch","..12(,2)","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALL","INANSPRARTZAHN","Art der Inanspruchnahme","Falls Feld 9 = KF,
 A = Regelbehandlung
 F = Frühbehandlung
 V = Verlängerungsbehandlung
 L = Leerquartal
 D = Diagnostik vor der Behandlung bzw. Einzelmaßnahmen außerhalb der laufenden Behandlung
 N = Notfallvertretung
 R = Retentionsquartal","TA Segment RIA Kennzeichen für Art der Inanspruchnahme","alphanum.","1","","","A = ""Regelbehandlung""; 
 F = ""Frühbehandlung""; 
 V = ""Verlängerungsbehandlung""; 
 L = ""Leerquartal""; 
 D = ""Diagnostik vor der Behandlung bzw. Einzelmaßnahmen außerhalb der laufenden Behandlung""; 
 N = ""Notfallvertretung""; 
 R = ""Retentionsquartal""","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNLEIST","FALLIDZAHN","Fall-ID des ambulanten Zahnarztfalls","Technische Fall-ID zur Verknüpfung mit Satzart ZAHNFALL","Satzart ZAHNFALL Feld 2","numerisch","1..11","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNLEIST","LEISTDAT","Datum der Leistung","","TA Segment DTM Datum","numerisch","8","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNLEIST","ZAHN","Zahnangabe Beschreibung kodiert","Nicht für PA- und ZE-Fälle; für KF-Fälle sowohl für Begleit- als auch für BEMA-Leistungen","Für KC-, KB-, KF-Fälle TA Segment IMZ Beschreibung codiert","alphanum.","..5","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNLEIST","GEBNR","Gebührennummer","Für KF-Fälle sowohl für Begleit- als auch für BEMA-Leistungen;
 für PA-Fälle nur für abgerechnete und nicht für geplante Gebührenordnungsnummern","TA Segment GIN Identitätsnummer","alphanum.","..25","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNLEIST","GEBPOS","Positionsangabe Beschreibung codiert","Nicht für PA- und ZE-Fälle; für KF-Fälle sowohl für Begleit- als auch für BEMA-Leistungen","TA Segment IMD Beschreibung codiert","alphanum.","..5","","","Gemäß Technische Anlage. Wert laut Bemerkungsfeld im Schlüsselverzeichnis Anhang 2, Abschnitt 1. Nicht für PA- (Paradonthose) und ZE-Fälle (Zahnersatz).","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNLEIST","GEBNRZAHL","Anzahl der Gebührennummern","Für KF-Fälle sowohl für Begleit- (konstant 1) als auch für BEMA-Leistungen;
 für PA-Fälle nur für abgerechnete und nicht für geplante Gebührenordnungsnummern","TA Segment AGN Anzahl der abgerechneten Gebührennummern","numerisch","..4","","","falls nicht vorhanden ist dieser Wert = 1.","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNBEF","FALLIDZAHN","Fall-ID des ambulanten Zahnarztfalls","Technische Fall-ID zur Verknüpfung mit Satzart ZAHNFALL","Satzart ZAHNFALL Feld 2","numerisch","1..11","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNBEF","BEFNR","Befundnummer","","TA Segment BFU Befund Nummer","alphanum.","..5","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNBEF","ZAHN","Zahnangabe Beschreibung codiert","","TA Segment BFU Zahn- / Gebietsbezeichnung","alphanum.","..95","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNBEF","REFART","Art der Referenz","","TA Segment RFB Art der Referenz","alphanum.","1","","","1 = nachträglicher Befund; sonst leer","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNBEF","BEFNRZAHL","Anzahl der abgerechneten Befundnummer","","TA Segment ABN Anzahl der abgerechneten 
 Befundnummer","numerisch","..4","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Zahn","ZAHNFALLV","ARBNR (bzw: VSID & PSID)","Arbeitsnummer des Versicherten","Gemäß § 4 Abs. 4 von der Datensammelstelle zum periodenbezogenen Lieferpseudonym erzeugt","Satzart VERS Feld 1","numerisch","9","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","FALLIDZAHNV","Fall-ID des ambulanten Zahnarztfalls (Vorab-Daten)","Technische Fall-ID zur Verknüpfung mit Satzart ZAHNLEISTV","Durch datenliefernde Stelle erzeugt","numerisch","1..11","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRBEHPSEUDO","Pseudonym der Zahnarztnummer","","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRBEHFG","Fachgruppe der Zahnarztnummer","Stellen 8 und 9 der lebenslangen Arztnummer","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRBEHPRUEF","Erfolg Reproduktion Prüfsumme zur Zahnarztnummer","1 = Korrekt (Prüfsumme = Stelle 7 der lebenslangen Arztnummer)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRBEHPSEUDOARZTNR","Kennzeichen Pseudo-Arztnummer zur Zahnarztnummer","1 = Pseudo-Arztnummer liegt vor
 0 = Sonst","Durch Datensammelstelle gemäß Steuertabelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
